UNITID,Instruction,Research and Public Service,"Academic and Institutional Support, and Student Services",Total Expenses,Year
178466,2140055,0,297856,2505848,2013
178606,433697,0,106373,570684,2013
178615,47899895,2682536,22443458,101072637,2013
178624,45324033,1774944,27080313,98844134,2013
178828,1085415,0,421621,1507036,2013
179052,1430133,0,648802,2163046,2013
179238,361842,0,180018,672146,2013
179308,90467237,0,80553335,207853592,2013
179344,4342109,619606,6564997,13806336,2013
179539,12715050,412172,12715632,38674149,2013
179557,61498393,10747762,44557682,171814785,2013
179566,112709668,23500796,63168155,275531931,2013
179645,9949649,0,9305311,23792717,2013
179715,4657094,4014920,3668287,20888142,2013
179724,363211,48050,2463,511126,2013
179742,294531,0,231416,525947,2013
180151,2527730,0,2629115,7436318,2013
180160,2011793,247206,3355479,6286403,2013
180179,27271145,3699290,21069094,67750895,2013
180197,9283384,520823,9960081,35568034,2013
180203,2714952,481241,2604012,7757373,2013
180212,3475800,333061,1050746,7179759,2013
180249,8237284,98349,4807576,18446310,2013
180276,5894791,0,4677945,14448512,2013
180328,1043908,1122788,4724002,9175197,2013
180373,2709678,60579,3333484,8396634,2013
180416,20064997,14038082,12834096,58252250,2013
180461,93305107,147823893,82172712,383372081,2013
180489,99463028,65391761,85505416,308942235,2013
180522,9101288,849235,8293271,23652335,2013
180692,9252161,1542356,6408721,24486971,2013
180902,27559573,0,27136255,63838389,2013
180948,11513722,693514,15339758,35209790,2013
181215,45667468,3240670,23427178,100705506,2013
181303,53408249,0,41571327,114618368,2013
181312,11193149,0,10767873,30447749,2013
181394,95379061,20036196,46165950,215617894,2013
181419,630006,0,180996,3943856,2013
181428,179955684,125686443,69526132,492540878,2013
181464,224252516,303932024,137162277,896410098,2013
181491,18317937,0,18510704,44943110,2013
181534,7571328,131160,10134413,22885254,2013
181640,51145600,0,25615950,96409881,2013
181747,370039,4238957,23862017,29400680,2013
181765,2248336,39537,2022086,5845178,2013
181783,18955505,149656,16611547,45397056,2013
181817,10806401,0,13741698,28747141,2013
182005,102658000,389000,53535000,190524000,2013
182281,209701000,44632000,144010000,509874000,2013
182290,229287210,130110465,128093459,549000194,2013
182306,11667358,420862,8385705,26469000,2013
182500,31210000,0,25827000,67316000,2013
182519,0,0,40442000,40937000,2013
182564,9589000,0,10183000,29651000,2013
183044,156060387,140887058,95273362,518918119,2013
183062,43285532,2729953,30091262,111565498,2013
183071,7034572,10759,6892105,13937436,2013
183080,41057808,3516615,28482676,99736374,2013
183099,14553352,4502,14391012,38733022,2013
183105,3481026,52767,4771372,10560889,2013
183114,3460305,1039,5352544,10547258,2013
183123,5082270,1917,5307353,12668245,2013
183132,8767305,68143,9518304,22337092,2013
183141,5740577,77195,8686213,17292308,2013
183150,5405841,189600,11327861,19571141,2013
183257,6093527,749920,7907446,14754930,2013
183327,0,0,10770566,10770566,2013
183655,19806029,675065,24669034,53191353,2013
183743,74690966,277229,48897498,129687549,2013
183859,53074878,2227660,44336395,122458335,2013
183877,20952134,1538838,22184114,56783325,2013
183938,42100426,2426870,41686135,113547164,2013
183983,400162,0,1052310,1452472,2013
184180,30898843,553526,22989631,64718236,2013
184205,13314530,857128,14224716,33646763,2013
184481,35943213,5495956,34994597,123584965,2013
184782,146246783,5962328,110088754,294166590,2013
184791,22257377,1066159,18156896,46753187,2013
184995,25017769,0,24061051,57198482,2013
185129,66759076,99158,61873058,142703453,2013
185262,120867595,7685226,76750837,227777488,2013
185509,28941534,1670766,26719609,72808895,2013
185536,44829542,6663286,34904605,110700692,2013
185590,150869310,24724326,94968829,350265704,2013
185828,86817000,94489000,92999000,291702000,2013
185873,22677330,1374067,31360803,68839121,2013
186034,28881460,4158977,23025456,70248979,2013
186201,52638000,31000,44464000,135226000,2013
186380,840509000,407472000,416180000,2038797000,2013
186469,4150142,13729,6151083,14027634,2013
186645,23500319,2769769,22299424,54408972,2013
186876,69880740,7318844,51840440,188627224,2013
187046,0,1180732,58380846,62557650,2013
187134,84187000,21768000,58165000,200523000,2013
187198,46625866,2628844,28381953,91162073,2013
187444,106231745,1743134,69963575,215110682,2013
187532,73966220,1608898,58536265,169553665,2013
187596,5986480,245285,10729930,24207735,2013
187620,24763875,599254,14650265,64652992,2013
187639,6786065,1082138,4667124,20548908,2013
187648,23929222,5405182,21834212,69583388,2013
187666,11430935,5242380,7322045,31431559,2013
187745,3578605,0,10185262,17190748,2013
187897,19587168,9972762,14406999,63250173,2013
187903,9082354,0,8769538,32241804,2013
187912,7015892,0,4305187,17407009,2013
187958,8595597,832147,4747394,21481930,2013
187967,16330544,65863883,11093121,131698250,2013
187976,1737512,979882,2004889,5035935,2013
187985,277168731,542471212,135124930,1808840980,2013
187994,9103367,174193,5332808,18710601,2013
188003,6280099,475602,3723897,12748302,2013
188021,2570903,183470,3238958,7862917,2013
188030,123137384,179794313,68516007,457691042,2013
188049,6236468,1601205,4270001,17456213,2013
188058,10514686,1480683,9951077,30233466,2013
188100,28943317,1804537,16583210,74156631,2013
188137,21505301,8628641,16090670,59590914,2013
188216,4048993,0,9196380,14728979,2013
188225,3651255,2379074,2887752,11128899,2013
188261,2583249,141145,2584586,7702609,2013
188304,19372847,923521,10675860,40559107,2013
188438,15070484,0,13314544,33087587,2013
189547,29147937,0,22043225,57552425,2013
189839,17027489,211221,18876620,55975185,2013
190035,40366406,18286356,283363123,358545975,2013
190053,8595433,0,7659156,22051994,2013
190169,9664298,167600,9505613,19898677,2013
190442,19284647,0,13786786,38433581,2013
190512,122821679,1976146,102739186,250636656,2013
190521,114324386,2114140,87849093,254367588,2013
190530,62490117,1088765,53272779,137367227,2013
190549,117522438,9710505,106512493,253296026,2013
190558,91161363,5747634,74372565,188744063,2013
190567,163046668,51379570,136332811,383113772,2013
190576,119464760,15113204,77413156,222092759,2013
190585,42072893,2460167,44940630,100366123,2013
190594,161571146,34803070,124211890,346443959,2013
190600,103804802,7305287,119264375,267553057,2013
190619,82945660,5544611,62433089,174012695,2013
190628,94097465,11966929,72108462,197911767,2013
190637,88993470,6090618,75588829,184934479,2013
190646,50131211,4229738,60323226,127165637,2013
190655,104477083,1146231,61602884,191845495,2013
190664,129375688,21570563,111991169,278506830,2013
190673,82828662,194090,46361427,148609109,2013
190682,12673725,12588,16248710,29344574,2013
190691,51471088,2260966,47872007,116175113,2013
190840,37389133,47669,32708486,79120274,2013
191083,60081225,0,48051658,132244529,2013
191126,92943331,278026,89706489,186637252,2013
191199,23962554,133862,13575617,49068982,2013
191302,11193212,550388,11878388,26932279,2013
191339,18269962,57570,21727428,46906303,2013
191612,10573557,0,14341418,39548862,2013
191719,71361601,0,28786423,113221785,2013
191986,18848090,639422,17871921,43753567,2013
192022,14273169,914946,11965154,36573143,2013
193122,1076129,0,0,1076129,2013
193283,24115392,1145121,21284142,68418547,2013
193326,70494632,479439,63439613,158907044,2013
193478,136566373,630129,90832566,228029068,2013
193946,28723193,697296,21405492,58994176,2013
194028,6963202,0,6871202,15613278,2013
194222,54118807,0,37737615,100870265,2013
194240,34274088,0,26582140,76850027,2013
194259,304133,0,97148,401281,2013
195058,41811860,922082,31376593,76285031,2013
195322,18408355,1237561,11749944,36858217,2013
195827,6892950,20970639,150148714,277978060,2013
195988,9735110,230550,8739548,25868251,2013
196006,34052059,219398,21856587,75452013,2013
196015,26026346,653326,24955702,64215304,2013
196024,25192485,921405,18108073,57735703,2013
196033,19632611,1486304,29948016,63768936,2013
196042,66360753,6560306,37608668,123811823,2013
196051,29861956,1252686,22475668,67303949,2013
196060,176470567,414420252,195483494,879011700,2013
196079,165438913,37757255,116179395,422420366,2013
196088,422866260,151355593,273051251,986465898,2013
196097,426385884,151784737,285488932,2049446950,2013
196103,32481071,22228598,28231972,85698803,2013
196112,18188491,3284773,20994613,49115244,2013
196121,85359279,3889238,50761375,172280274,2013
196130,97057886,23391623,71497278,230728127,2013
196149,62783259,3005038,46623776,145135087,2013
196158,56608210,3897561,32266270,116688882,2013
196167,55258551,1297488,33122211,118865055,2013
196176,74857477,4524986,48578031,160286351,2013
196185,52350137,6750678,44711587,138506745,2013
196194,74016784,6336586,45763661,172888385,2013
196200,50162148,2524165,33498159,109490243,2013
196219,45743705,1823084,46698236,120951200,2013
196228,18916099,2473059,12872831,49714523,2013
196237,38909705,3956725,30599568,91595723,2013
196246,61412941,6467938,36804060,130940489,2013
196255,113145021,43394578,71484849,1177563578,2013
196264,82711521,60416,41308029,135598896,2013
196291,21395293,2480817,23893990,60026374,2013
196307,89809543,19161319,56940244,970666051,2013
196565,21933893,19713,17166352,45008844,2013
196699,15810601,683897,11501524,30177164,2013
197027,21843827,0,28984945,59767118,2013
197036,180537232,20313760,114234052,345377616,2013
197294,88488911,383895,51833510,157451302,2013
197814,11432786,0,7643864,22335158,2013
197850,10920744,0,8819992,24073134,2013
197869,127805629,9220032,74991278,355321546,2013
197887,28060436,0,19249502,64547621,2013
197966,10238415,0,6151602,20656390,2013
198011,6788218,0,4028056,15957489,2013
198039,11908995,19100,7716495,23800014,2013
198084,10006976,0,6674822,19602483,2013
198118,19992214,0,12560473,39874035,2013
198154,41725996,0,19380603,78171122,2013
198206,8869639,52314,6001705,17937334,2013
198233,21376074,0,12399124,45453284,2013
198251,22985507,2998860,15464945,48174895,2013
198260,72291334,0,58280008,172144859,2013
198321,12050759,0,8296334,28085032,2013
198330,19385483,0,10602626,39441433,2013
198367,12560898,1300430,10560717,30040278,2013
198376,19507427,0,13717274,41665097,2013
198455,17577864,75148,12413716,42514449,2013
198464,292715930,53471007,110113948,795306265,2013
198491,13282671,0,8065756,28090827,2013
198507,23982383,4461755,27575973,82035518,2013
198534,53314419,0,22667754,102953251,2013
198543,42427967,8230421,29135358,112838882,2013
198552,39217023,0,25007098,83723837,2013
198570,24946000,0,18151463,53997103,2013
198622,56674045,0,29332268,118256106,2013
198640,6831843,0,5256623,18359366,2013
198668,11222842,0,6085716,21870073,2013
198710,11168606,1315393,7221748,24815627,2013
198729,5640071,0,5462456,14529754,2013
198774,18365484,501149,12988141,39185939,2013
198817,18359113,0,11837414,34386041,2013
198905,4547857,0,2754957,8989469,2013
198914,8634709,21475,5553896,16379344,2013
198923,6430047,269561,3824743,14024504,2013
198987,14428910,0,9209497,29095310,2013
199023,4370992,0,3455879,9317270,2013
199087,13846734,0,6612466,27750635,2013
199102,88305513,36746516,63288909,259470189,2013
199111,30089433,4095642,23745008,85965948,2013
199120,756354142,718218780,304477141,2629497340,2013
199139,201948140,29269504,106463004,488700861,2013
199148,142378706,27509860,105213018,375344920,2013
199157,80499747,8995831,50428751,190167154,2013
199175,3047759,33058362,29499757,311372476,2013
199184,19659024,1128777,16605189,48788194,2013
199193,422283096,422126642,214777020,1294690483,2013
199218,103121126,18991854,61902231,279333369,2013
199263,3158170,0,2719639,6621138,2013
199281,38839210,2257380,33836870,116441269,2013
199324,11058665,3920,6600535,24794841,2013
199333,34120655,0,14339764,72043564,2013
199421,10902761,0,6263940,26479941,2013
199449,10183375,20888,5579732,23351357,2013
199467,3492057,0,5206082,10615189,2013
199476,16115319,0,8880657,32196485,2013
199485,9618669,75507,8143911,21596878,2013
199494,22727416,0,17743414,56258201,2013
199625,7935730,0,4867442,16181829,2013
199634,16267284,0,9730331,37949411,2013
199722,11897708,138877,7167462,23402812,2013
199731,11796852,0,7399088,23024512,2013
199740,11135802,0,7519986,25086036,2013
199768,13572463,0,7465638,29711775,2013
199786,17208646,459323,8977853,35615893,2013
199795,5929716,0,3730043,12277850,2013
199838,16558826,30460,10759896,35398386,2013
199856,71468767,0,46646503,145099596,2013
199892,16821859,10283,9619978,32294835,2013
199908,13633817,0,8445959,28269703,2013
199926,15735470,66124,9479781,32706315,2013
199953,8841395,0,6271071,19317307,2013
199999,59848634,2542782,34962915,146204963,2013
200004,69529339,8012771,46245537,194710441,2013
200022,23962426,0,11865663,43611613,2013
200059,13160874,144732,7455504,28370512,2013
200086,1950257,63805,2950991,6095189,2013
200192,6810092,0,5010311,15196727,2013
200208,5111832,583205,2951188,10191091,2013
200226,6536808,3002951,4059887,19112226,2013
200253,23204629,6563445,15073816,53315103,2013
200280,216118046,77526993,86091517,428627817,2013
200305,17478581,0,10756154,41735756,2013
200314,2414282,12384,2728846,8074873,2013
200332,100740063,139362193,66813125,372242224,2013
200341,7673245,0,4829817,15820914,2013
200466,769241,0,1787038,3692316,2013
200572,11430437,230483,6213632,22072925,2013
200800,205200076,61613186,129998041,506735281,2013
200828,531619,0,175206,707120,2013
201034,2102202,0,884169,3066875,2013
201098,950983,0,28012,1397860,2013
201131,1567349,0,604636,2300698,2013
201159,1121585,0,1842964,2964549,2013
201283,4646245,126378,7519922,15907188,2013
201441,146848995,14795593,82395864,356451451,2013
201478,1360756,0,259224,1686740,2013
201496,2538479,0,1334782,3918282,2013
201539,1447545,0,490139,1937684,2013
201672,12244791,104357,11937426,30339207,2013
201690,14320739,5713148,24070356,63459176,2013
201803,622344,0,126200,748544,2013
201885,319752568,274441310,271949260,1002588340,2013
201928,40514650,9617462,39371317,94805115,2013
201946,15961462,1257717,10175120,31365034,2013
201955,25106703,1416131,10869559,41464832,2013
201973,13640278,2959456,11146365,35355167,2013
202134,120638052,25697385,95148407,304587329,2013
202152,906769,0,427005,1333774,2013
202222,92239162,5650862,50756149,205133859,2013
202356,119802651,18823508,110179200,303990166,2013
202648,8054082,788347,8155081,17202089,2013
202657,2403246,0,654831,3058077,2013
202949,5508688,0,363983,5872671,2013
202985,372917,0,413378,786295,2013
203030,1613168,0,380805,1993973,2013
203155,26231516,12598,14700841,56422928,2013
203331,6199278,704358,10436337,19840719,2013
203447,8095264,117735,6619935,15790966,2013
203456,4277511,17741,2963059,7815801,2013
203465,15581764,1424333,13740867,34499777,2013
203474,9449029,1297517,7825918,18574604,2013
203483,7985047,903353,5662183,17954745,2013
203492,7494210,940,4063556,12619661,2013
203517,204641970,37331068,150564110,540644881,2013
203526,7031098,30383,5484827,12693565,2013
203599,34168918,2178787,27436158,69472473,2013
203614,2288405,0,681390,2969795,2013
203678,13979390,1547498,9915025,30334540,2013
203748,38216285,13389750,29382053,110354698,2013
203881,7511235,0,6438234,17117759,2013
203942,342129,57353,163496,562978,2013
204006,12604218,926087,11472866,26641828,2013
204015,9374192,965292,9197483,20583569,2013
204024,177684799,19196151,124423657,471952269,2013
204158,2924730,0,1071315,3996045,2013
204255,11428926,0,7269149,30097961,2013
204422,10900872,1249972,9034662,23261334,2013
204440,13949505,429213,7096490,28145970,2013
204459,812787,0,225391,1090437,2013
204477,20693036,12128882,22362003,56483820,2013
204662,6281868,982697,4646155,12439515,2013
204671,8096117,308693,4766420,14438394,2013
204680,9094863,320687,6120746,17001434,2013
204699,8859278,658933,6118016,17235484,2013
204705,12474602,449870,9171820,24899434,2013
204796,959312243,592096746,568094735,4829105753,2013
204802,3645203,35024,2160870,6051141,2013
204820,9693488,697886,4193077,15434713,2013
204839,8940516,213670,4057651,13968854,2013
204848,8491083,289196,3826640,13352593,2013
204857,260751321,86253011,146240869,588392045,2013
204866,8405221,25476,3551127,12594901,2013
204945,56353808,4662609,38697834,116605538,2013
204981,651490,0,151923,846263,2013
205443,24360536,2512250,22133944,65741786,2013
205470,83254153,3357172,54975707,166544839,2013
205841,38485159,2162804,27618368,103953885,2013
205966,9155627,832242,7121113,32484231,2013
206011,7613317,998922,7455348,20691597,2013
206084,241039162,68413015,120959102,850812392,2013
206172,759739,0,250421,1315716,2013
206181,1208412,0,365717,1574129,2013
206321,1272832,0,619822,1892654,2013
206446,6400715,0,6270271,15723527,2013
206604,134199237,48717474,130225961,408786044,2013
206613,3626443,2011,3780032,9459267,2013
206695,80508019,9316383,61607683,206181353,2013
206905,1815336,0,1990600,4843416,2013
206914,31811113,1200757,17001607,70980778,2013
206923,8268447,0,4900585,21598876,2013
206941,90457858,8295317,50187820,184618930,2013
206996,6500896,0,6427985,21999013,2013
207041,28457638,8170617,7961268,68750495,2013
207050,8599560,0,7211473,22702311,2013
207069,7590113,152926,3964340,17801484,2013
207209,15715459,21526402,10705189,60904704,2013
207236,7324496,502083,6940550,24297660,2013
207263,52039951,6763719,29003153,110039369,2013
207281,21449017,526947,11960166,40298331,2013
207290,8259434,0,5453327,28038605,2013
207306,12446051,613324,8606000,25412650,2013
207315,48752406,4959915,9825012,141437069,2013
207342,206771000,97937000,91118000,837719000,2013
207351,7175419,263139,7524070,22849785,2013
207388,186151167,194917846,115998767,798058012,2013
207397,21480447,158803,8912391,44322549,2013
207449,42050198,864970,19067788,80500017,2013
207500,277127000,178104000,162740000,837851000,2013
207564,18993984,366800,9822423,41438276,2013
207661,17751045,1904081,14197695,47733587,2013
207670,25452277,1205433,10843991,52640191,2013
207722,6641727,229379,5583844,17865918,2013
207740,5648802,0,3473953,17382258,2013
207847,22495440,5857216,11428225,54919191,2013
207865,33857385,6279927,13440666,67860393,2013
207935,80039738,1749340,35338338,144107445,2013
208026,1631044,0,412632,2174838,2013
208035,7139776,0,5866078,17015510,2013
208053,2373373,0,2589219,5090295,2013
208275,9537564,22498,11427798,27020018,2013
208318,29210224,452649,20052875,68716311,2013
208390,56577015,4236405,42716080,143602442,2013
208406,31134101,0,25523118,69568180,2013
208415,4893064,229415,6370842,15275650,2013
208646,20707773,2760119,16526080,55666768,2013
209038,73452573,7108301,39073354,174271533,2013
209074,33112213,317874,17771878,68094876,2013
209250,35713000,12908000,31560000,128421000,2013
209445,1198943,5174284,13475601,37445300,2013
209490,154291000,286593000,237561000,2044543000,2013
209506,26373030,1024462,17777960,59324124,2013
209542,246617307,287998102,156550866,878282974,2013
209551,278508393,126457387,151111994,782222828,2013
209746,147452219,0,97912289,300533160,2013
209807,183649077,67064866,97400251,485954556,2013
209940,19953462,303056,19732907,60473344,2013
210146,34765827,4595541,20831483,88263223,2013
210155,9962804,3346036,10538380,36006277,2013
210234,10342650,0,9952599,47482009,2013
210270,13137226,0,15409859,31044500,2013
210429,38641790,3467252,20870491,97955061,2013
210605,64238888,0,55937521,133698380,2013
211079,10360753,0,9758042,25934800,2013
211158,77172304,2561205,57102314,168726109,2013
211307,45530829,387959,32271081,87613468,2013
211343,15137504,0,12409446,37368394,2013
211361,54331351,3603221,55872618,134850249,2013
211608,11925009,519536,24449115,47485835,2013
211644,45288472,6915479,40717728,108697591,2013
211927,47273311,0,29825353,99820794,2013
212115,47048125,2453849,52735355,122970390,2013
212160,57465090,237456,43863788,119095201,2013
212878,79201639,727465,62708888,184502665,2013
213020,123211265,8804481,76391698,244370606,2013
213349,75227269,3975874,57009339,169308517,2013
213525,18518005,0,24974748,50537112,2013
213613,38179702,839726,29752143,89822868,2013
213659,23946904,0,11330478,73457417,2013
213783,26226341,357169,24184458,64314833,2013
214041,60872671,4866102,59383367,155943409,2013
214111,43137674,523302,47438055,102995489,2013
214379,42698567,0,26200769,90433135,2013
214661,0,0,28816796,28816796,2013
215239,80426266,178303,79253912,168876352,2013
215585,18764136,42499,14242641,45817787,2013
215886,1427845,0,292681,1720526,2013
216010,60287605,6095999,47516186,140218128,2013
216038,62174704,1942369,57042262,145170700,2013
216296,5602280,0,5410135,16095760,2013
216764,107014993,4226979,83108438,233675810,2013
216825,20199125,4287090,18247129,56026698,2013
217420,54834552,15480734,46671672,140617297,2013
217475,58935978,1429276,41367634,116707113,2013
217484,116716053,105390618,130124719,462408146,2013
217615,10701721,0,7653460,23515939,2013
217712,7630274,0,9295265,20960513,2013
217819,90355011,12024218,68897140,234129919,2013
217837,3616911,0,4878681,10022605,2013
217864,33029507,642103,35033350,101141915,2013
217882,235756788,222775517,117170564,722394718,2013
217989,4846455,0,4656337,19516069,2013
218025,20180616,0,23175824,59927154,2013
218061,30445219,3041738,21586618,60808742,2013
218113,56552726,0,27901375,110184289,2013
218140,23281122,0,16188351,56977683,2013
218229,14614350,380379,14458306,50051712,2013
218335,231325477,264937646,108911379,621104256,2013
218353,43804422,0,35248299,104645005,2013
218487,11473954,0,8398347,25023942,2013
218520,18700023,0,16512693,45081638,2013
218645,19376454,3492513,14805760,44287127,2013
218654,9630216,1496879,10392024,21988746,2013
218663,322132532,195378530,192089452,879401416,2013
218672,7192032,1275653,4424713,13826098,2013
218681,3784019,319993,3630576,8598971,2013
218690,4301572,136827,3385673,8912733,2013
218706,1832429,58836,1738095,4168720,2013
218724,69973053,4718584,61531669,166025872,2013
218733,28308496,14837907,37116040,111026251,2013
218742,33476813,2510046,27700770,71134277,2013
218830,19874541,0,17571330,49391858,2013
218858,17242308,0,8538429,34530587,2013
218885,25144098,0,14477743,53897579,2013
218894,54304339,0,39027043,135335640,2013
218955,2306204,0,3304979,6512779,2013
218964,47538098,14954704,37418996,119234365,2013
218991,17852053,0,13561538,36599177,2013
219046,17816157,3629228,17360632,49882253,2013
219082,14150440,4705351,11372351,35414176,2013
219143,10098458,0,4399746,22769382,2013
219189,7501880,0,4065780,14466171,2013
219259,14811779,1055479,15322431,40201307,2013
219277,7848448,6406404,8743485,32539066,2013
219347,21093507,11293232,18919497,60443150,2013
219356,78306808,90469517,58347389,265147531,2013
219408,738361,0,1966613,4213379,2013
219426,10393881,0,7505370,25209532,2013
219471,72321830,30989040,58930853,185817731,2013
219480,3959515,0,3769379,8315045,2013
219596,1740641,0,776215,2990932,2013
219602,59027040,3725557,42257490,134089926,2013
219824,40106923,1025751,24919896,85257793,2013
219879,12778330,583740,9465725,28924672,2013
219888,16450622,176249,10486612,34231392,2013
219921,995838,0,726182,2222764,2013
219994,2783173,0,1487931,6278931,2013
220057,10050428,3517428,5805156,31069144,2013
220075,166676087,37476276,78384617,332892771,2013
220127,2200343,0,1210237,4648142,2013
220251,1219339,0,1362182,3091051,2013
220279,1959285,0,950071,3793123,2013
220321,2157099,0,1100812,4043825,2013
220394,1403273,0,934359,2862160,2013
220400,16563060,173262,11597746,34465735,2013
220640,1777238,0,978846,4275786,2013
220756,1283592,0,710207,2834927,2013
220853,3639673,0,2202708,10592403,2013
220862,156473933,54048387,130743568,421114009,2013
220978,160435421,18676686,94174864,348054099,2013
221050,3276158,0,1310110,7131375,2013
221096,15373569,146208,10183807,29314741,2013
221102,3071095,0,840131,4694416,2013
221184,25401115,807609,16750406,56933298,2013
221236,1544632,0,941895,3280843,2013
221281,1923825,0,882777,3953074,2013
221333,2153969,0,1028631,3682202,2013
221388,1199793,0,646785,2220735,2013
221397,24436861,2078585,14608603,50162639,2013
221430,1326202,0,845912,2973502,2013
221485,36698959,731395,33733483,89398510,2013
221494,2372944,0,733391,4574258,2013
221582,1231690,0,787101,2425538,2013
221591,2433213,0,1161051,4389100,2013
221607,1607352,0,767268,2950174,2013
221616,3351915,0,1697163,6579911,2013
221625,2962567,0,1150587,6106276,2013
221634,994773,0,802925,2320054,2013
221643,34253260,593180,24944032,73568353,2013
221740,72692090,12681316,55486525,165465953,2013
221759,590681542,435968236,310619721,1642770493,2013
221768,51446097,2594253,32527493,111888523,2013
221838,73638647,28258850,54883930,178457513,2013
221847,67511075,15471704,46839351,154687924,2013
221908,21792064,375675,16864511,47947866,2013
222053,25327318,439927,18147115,52897682,2013
222062,26506763,4323582,16986038,57018715,2013
222497,3365023,2349,55072458,64262906,2013
222567,18525023,196025,13213460,38400558,2013
222576,39913403,4982862,24704505,89177842,2013
222822,15452012,980029,8131193,33826917,2013
222831,41580627,3912665,30025455,115416979,2013
222992,154985243,5410354,113813354,296875373,2013
223214,85732650,63051425,61827268,241593086,2013
223320,11358651,16363,10426362,26155197,2013
223427,48209214,943900,21512245,92755613,2013
223506,21584786,282612,13190749,38513533,2013
223524,32069096,1449277,14668572,56416561,2013
223773,17020602,804140,12352463,36994360,2013
223816,45850541,1705333,38636023,125670247,2013
223898,7195201,3236,6241667,18566720,2013
223922,4265411,0,2799467,9683113,2013
224110,22088118,1308886,12847562,45471698,2013
224147,55529209,20236074,50556634,180466588,2013
224253,674528,0,33851787,37121495,2013
224350,44680299,28704,39539361,92542904,2013
224545,13092988,334830,11287789,36930227,2013
224554,57200055,5342092,45205104,156934985,2013
224572,30231410,352061,17030739,62687639,2013
224615,34435564,10405931,19183998,78351113,2013
224642,64083589,6755345,54202998,172503526,2013
224891,4094642,0,2382435,9222413,2013
224961,9241864,23255,9098251,21871107,2013
225070,17959342,849107,10671957,38646719,2013
225308,18595084,843281,13640957,45781583,2013
225371,9134020,18594,9086788,25449502,2013
225414,42176951,2345719,39453478,98086197,2013
225423,149965160,14024386,155645695,408122330,2013
225432,43586664,5313515,45583265,138830292,2013
225502,23840212,1213774,19249045,52788754,2013
225511,251847483,180367716,283024006,896878509,2013
225520,12920818,981175,14419315,33906598,2013
226019,19218410,1041192,13955409,46436462,2013
226091,63394174,5964316,59403568,198828484,2013
226107,8270770,962720,7936635,20929659,2013
226116,9949379,730119,9166223,24278538,2013
226134,33293620,590478,36817613,83554682,2013
226152,28524961,6706886,41595144,93134156,2013
226204,22249435,1334321,21207271,55640753,2013
226408,19058987,1906825,19397227,42564596,2013
226578,41770751,2267751,18366765,78402958,2013
226806,23550654,3130709,19517353,54006825,2013
226833,39294377,1619560,32246991,89970177,2013
226930,17777862,559313,16159304,44495847,2013
227146,23329197,327006,17509490,68431383,2013
227182,153268007,1359492,173447355,392911186,2013
227191,28932051,350539,17582424,55465318,2013
227216,240311760,37029340,175766783,587823235,2013
227225,10465325,479211,6945563,24384871,2013
227304,20181780,1233679,17627620,45628320,2013
227368,100618099,16255241,67075890,261242095,2013
227377,55192654,11387096,61590608,180401399,2013
227386,8360732,432906,6805634,19347863,2013
227401,13312546,1318035,10550365,33547406,2013
227526,44080084,21068619,61604320,182836160,2013
227687,4267911,0,2490517,10016746,2013
227766,43932204,1396791,25313479,85445696,2013
227854,36967380,183094,26545153,74820782,2013
227881,78751073,18457254,96258745,280854354,2013
227924,77173276,272843,45184038,146650305,2013
227979,89944794,6659769,79887967,206789632,2013
228158,30501361,1240608,15494245,64317536,2013
228316,13281681,1257566,11603748,35305583,2013
228431,75423898,9468234,63694995,205384060,2013
228459,189367254,46795197,125730313,514961992,2013
228501,13561296,4585312,18167408,56405001,2013
228529,53866540,13475972,31560484,143714264,2013
228547,144482555,10194074,112974895,357736741,2013
228608,16495384,792307,14193245,42427806,2013
228635,661776815,384370658,93157265,2009497448,2013
228644,367283326,183810513,92125202,743498196,2013
228653,304773530,138910361,123271495,1635172065,2013
228671,95064,194282,5113533,5408080,2013
228680,34738207,33603,23779057,76649460,2013
228699,11045415,0,8609649,32670198,2013
228705,56520079,18524378,52041472,183308486,2013
228723,625972839,779556239,333971438,2147278307,2013
228732,0,10377978,252909251,888252993,2013
228769,186299759,86161992,143364393,529325724,2013
228778,799100877,672412402,480383078,2566677198,2013
228787,175152992,101215813,117936655,525471715,2013
228796,123967655,85438496,74104336,435098378,2013
228802,46832273,6149834,36489567,117613612,2013
228909,42195683,47891868,137567878,233366502,2013
229018,26811350,4407618,18119282,97472428,2013
229027,161629969,74316094,144392466,510387921,2013
229063,89019712,8585738,64398701,211925233,2013
229090,0,0,934894066,2124551557,2013
229115,205267652,166016885,176000360,720882705,2013
229179,78966200,4632382,55089595,181854735,2013
229300,482597173,228595949,107692676,1109567873,2013
229319,21096031,247876,18830443,52517301,2013
229328,8496012,0,9881876,21191304,2013
229337,249392139,178185147,188780985,697598882,2013
229355,31557538,1312301,23352324,80547397,2013
229407,0,1142557,19538283,51619688,2013
229504,9647695,569812,9120219,23630347,2013
229540,15129807,255951,12364416,46026362,2013
229799,20420285,56168,13504349,42332077,2013
229814,46136737,11107660,26696402,128958144,2013
229832,5082557,2412422,6430074,20004530,2013
229841,18396873,1361500,10927642,45243615,2013
230010,4876950,0,1992750,8816840,2013
230162,7180417,0,5676449,19049873,2013
230171,24931400,6952920,30946988,86116893,2013
230490,6142800,0,3940353,19136713,2013
230597,19153156,582719,17699122,44736836,2013
